number,title,user,created_at,closed_at,merged,merged_at
24441,Make sure AVIF decoder is destroyed in case of failure,vrabaud,2023-10-24 08:08:02+00:00,2023-10-24 10:18:03+00:00,True,2023-10-24 10:18:03+00:00
24440,tutorial_py_fourier_transform wrong division operator fix,COOLIRON2311,2023-10-23 16:49:03+00:00,2023-10-24 06:05:05+00:00,True,2023-10-24 06:05:05+00:00
24438,Check the return value of avifDecoderSetIOMemory.,vrabaud,2023-10-23 12:57:12+00:00,2023-10-24 05:56:55+00:00,True,2023-10-24 05:56:55+00:00
24434,fix: supress GCC13 warnings,Kumataro,2023-10-21 10:27:22+00:00,2023-10-26 06:00:58+00:00,True,2023-10-26 06:00:58+00:00
24429,Unconditionally create SuperScale in BarcodeDetector to avoid null deref,vrabaud,2023-10-19 20:43:16+00:00,2023-10-20 08:47:03+00:00,True,2023-10-20 08:47:03+00:00
24427,dnn: fp16 support for gather elements,fengyuentau,2023-10-19 06:46:04+00:00,2023-10-19 11:05:17+00:00,True,2023-10-19 11:05:17+00:00
24425,dnn: fix HAVE_TIMVX macro definition in dnn test,fengyuentau,2023-10-18 08:14:29+00:00,2023-10-20 11:16:52+00:00,True,2023-10-20 11:16:52+00:00
24422,Updated libade to 0.1.2d,mshabunin,2023-10-18 06:42:00+00:00,2023-10-18 10:01:04+00:00,True,2023-10-18 10:01:04+00:00
24420,"added detection & dispatching of some modern NEON instructions (NEON_FP16, NEON_BF16)",vpisarev,2023-10-17 23:11:12+00:00,2023-10-18 19:06:20+00:00,True,2023-10-18 19:06:20+00:00
24417,Ensure interarea algorithm usage in resize perfomance test,asmorkalov,2023-10-17 06:48:10+00:00,2023-10-17 08:27:22+00:00,True,2023-10-17 08:27:22+00:00
24416,(5.x) Merge 4.x,asmorkalov,2023-10-16 18:26:35+00:00,2023-10-24 09:01:11+00:00,True,2023-10-24 09:01:11+00:00
24412,Speed up line merging in INTER_AREA,vrabaud,2023-10-16 13:17:45+00:00,2023-10-19 11:06:50+00:00,True,2023-10-19 11:06:50+00:00
24409,"dnn: add shared fastNorm kernel for mvn, instance norm and layer norm",fengyuentau,2023-10-16 11:37:15+00:00,2023-11-01 11:33:57+00:00,True,2023-11-01 11:33:57+00:00
24405,Extend the signature of imdecodemulti(),kochanczyk,2023-10-14 12:48:04+00:00,2023-10-30 08:58:08+00:00,True,2023-10-30 08:58:08+00:00
24404,Fixes: Code snippet alignment #24391,Dhanwanth1803,2023-10-14 08:42:25+00:00,2023-10-14 09:43:00+00:00,False,
24403,Fix : Code snippet alignment #24391,Dhanwanth1803,2023-10-14 07:33:50+00:00,2023-10-14 07:42:39+00:00,False,
24401,CI: enable RISC-V for 4.x branch,mshabunin,2023-10-13 19:48:18+00:00,2023-10-16 07:16:12+00:00,True,2023-10-16 07:16:12+00:00
24398,Jason lin1110 patch 1,JasonLin1110,2023-10-13 11:53:26+00:00,2023-10-13 11:57:37+00:00,False,
24397,Added PyTorch fcnresnet101 segmentation conversion cases ,richard28039,2023-10-13 08:54:28+00:00,2023-11-03 12:42:43+00:00,True,2023-11-03 12:42:43+00:00
24396,using cv2 dnn interface to run yolov8 model,Tsai-chia-hsiang,2023-10-13 08:33:15+00:00,2023-11-16 10:40:00+00:00,True,2023-11-16 10:40:00+00:00
24395,Multi-channel Mat initialization support for cv::Mat::ones and cv::Mat::eye,MengqingCao,2023-10-13 03:12:06+00:00,2023-10-20 07:08:20+00:00,False,
24386,dnn: fix inconsistent input dtype for nary eltwise layers,fengyuentau,2023-10-11 03:49:58+00:00,2023-10-13 08:56:18+00:00,True,2023-10-13 08:56:18+00:00
24384,Fixes #22747. Support [crop] configuration for DarkNet,Dhanwanth1803,2023-10-10 18:57:09+00:00,2023-12-22 11:55:02+00:00,True,2023-12-22 11:55:02+00:00
24382,Enable multicore CUDA compilation,sisakat,2023-10-10 12:10:13+00:00,2023-10-19 10:13:21+00:00,True,2023-10-19 10:13:21+00:00
24381,Enable multicore CUDA compilation,sisakat,2023-10-10 12:04:09+00:00,2023-10-10 12:08:35+00:00,False,
24378,dnn onnx: add instance norm layer,fengyuentau,2023-10-09 12:12:55+00:00,2023-11-07 09:59:11+00:00,True,2023-11-07 09:59:11+00:00
24374,OpenCV2: Update type enum TemplateMatchModes,YKJumper,2023-10-08 18:56:30+00:00,2023-10-20 08:56:31+00:00,False,
24372,supporting protobuf v22 and later(with abseil-cpp/C++17),Kumataro,2023-10-08 00:52:02+00:00,2023-10-19 05:45:09+00:00,True,2023-10-19 05:45:09+00:00
24371,Clean up the obsolete API of Universal Intrinsic,hanliutong,2023-10-07 08:43:18+00:00,2023-10-20 09:50:27+00:00,True,2023-10-20 09:50:27+00:00
24370,Fix imshow icons missing when linking the static opencv library,LiuPeiqiCN,2023-10-07 03:24:43+00:00,2023-10-12 18:57:41+00:00,True,2023-10-12 18:57:41+00:00
24368,RISC-V: added v0.12 intrinsics compatibility header,mshabunin,2023-10-06 17:20:57+00:00,2023-10-12 07:28:54+00:00,True,2023-10-12 07:28:54+00:00
24367,Fixed CumSum layer inplace flag,alexlyulkov,2023-10-06 06:20:27+00:00,2023-10-18 06:21:40+00:00,True,2023-10-18 06:21:40+00:00
24364,Bugfix/qrcode version estimator,bagelbytes61,2023-10-05 17:57:27+00:00,2023-11-16 13:28:29+00:00,True,2023-11-16 13:28:29+00:00
24363,videoio: Add raw encoded video stream encapsulation to `cv::VideoWriter` with `CAP_FFMPEG`,cudawarped,2023-10-05 13:33:39+00:00,2023-10-25 10:21:02+00:00,True,2023-10-25 10:21:01+00:00
24362,Skip less tests with OpenVINO 2023.0,dkurt,2023-10-05 09:53:16+00:00,2023-10-05 12:51:54+00:00,True,2023-10-05 12:51:54+00:00
24359,Tuned threshold for FastNeuralStyle_eccv16 test,asmorkalov,2023-10-04 13:19:55+00:00,2023-10-13 07:29:41+00:00,True,2023-10-13 07:29:41+00:00
24357,imgproc: move stb_truetype functions into cv namespace,Kumataro,2023-10-03 20:58:06+00:00,2023-10-05 06:37:08+00:00,True,2023-10-05 06:37:08+00:00
24356,feat: re-export cv2.typing module as typing,VadimLevin,2023-10-03 11:22:11+00:00,2023-10-04 06:14:52+00:00,True,2023-10-04 06:14:52+00:00
24355,add dynamic window in aruco cornerRefinement,AleksandrPanov,2023-10-03 07:57:33+00:00,2023-10-12 07:52:56+00:00,True,2023-10-12 07:52:56+00:00
24354,Removed invalid reference usage in charuco detector,asmorkalov,2023-10-03 06:40:41+00:00,2023-10-03 14:45:43+00:00,True,2023-10-03 14:45:43+00:00
24353,Fixed CumSum dnn layer,alexlyulkov,2023-10-03 03:46:03+00:00,2023-10-03 10:58:25+00:00,True,2023-10-03 10:58:25+00:00
24351,`numpy.distutils` is removed in numpy 1.26 on Python 3.12.,sergiomb2,2023-10-02 14:06:56+00:00,2023-10-03 14:44:42+00:00,True,2023-10-03 14:44:42+00:00
24350,Encode QR code data to UTF-8,dkurt,2023-10-02 12:41:01+00:00,2023-10-12 14:39:58+00:00,True,2023-10-12 14:39:58+00:00
24349,add aruco board separation check,AleksandrPanov,2023-10-02 07:57:30+00:00,2023-10-03 07:00:04+00:00,True,2023-10-03 07:00:04+00:00
24344,Fixed OpenCL FP16 fallback in Einsum layer,asmorkalov,2023-09-29 12:54:33+00:00,2023-09-29 16:48:51+00:00,True,2023-09-29 16:48:51+00:00
24343,Fix tests writing to current work dir,mshabunin,2023-09-29 12:24:15+00:00,2023-10-03 13:34:25+00:00,True,2023-10-03 13:34:25+00:00
24342,"Fail Java test suite, execution, if one of test failed.",asmorkalov,2023-09-29 10:53:29+00:00,2023-10-02 06:17:11+00:00,True,2023-10-02 06:17:11+00:00
24341,fix: update location to `samples/dnn/download_models.py`,emmanuel-ferdman,2023-09-29 09:32:51+00:00,2023-09-29 11:35:19+00:00,True,2023-09-29 11:35:19+00:00
24339,Einsum OpenCL fix,Abdurrahheem,2023-09-28 17:40:43+00:00,2023-09-29 12:54:25+00:00,False,
24338,(5.x) Merge 4.x,asmorkalov,2023-09-28 13:46:40+00:00,2023-10-05 06:34:43+00:00,True,2023-10-05 06:34:43+00:00
24337,3rdparty: update ade version,mshabunin,2023-09-28 09:46:11+00:00,2023-10-04 11:59:17+00:00,True,2023-10-04 11:59:17+00:00
24335,dummy commit to test ci,fengyuentau,2023-09-28 06:46:23+00:00,2023-09-28 11:15:25+00:00,False,
24334,dnn onnx: fix for multiple Gather operators with shared constants.,fengyuentau,2023-09-28 04:05:27+00:00,2023-09-28 10:08:27+00:00,True,2023-09-28 10:08:27+00:00
24333,Implement color conversion from RGB to YUV422 family,definitelyuncertain,2023-09-27 23:07:01+00:00,2023-10-12 07:18:24+00:00,True,2023-10-12 07:18:24+00:00
24329,Added CI with OpenVINO for DNN and G-API.,asmorkalov,2023-09-27 10:49:57+00:00,2023-09-27 13:16:19+00:00,True,2023-09-27 13:16:19+00:00
24328,Version update to 4.8.1.,asmorkalov,2023-09-27 09:15:00+00:00,2023-09-27 12:16:20+00:00,True,2023-09-27 12:16:20+00:00
24327,Version update to 4.8.1.,asmorkalov,2023-09-27 07:55:50+00:00,2023-09-27 09:13:36+00:00,False,
24325,Rewrite Universal Intrinsic code: float related part,hanliutong,2023-09-27 06:51:31+00:00,2023-10-05 14:57:25+00:00,True,2023-10-05 14:57:25+00:00
24324,Rewrite Universal Intrinsic code: gapi module (fluid part).,hanliutong,2023-09-27 05:53:20+00:00,2023-10-13 07:25:07+00:00,True,2023-10-13 07:25:07+00:00
24323,Allow limiting the number of keypoints in AKAZE keypoint detector,georgthegreat,2023-09-26 20:04:48+00:00,2023-10-03 13:16:42+00:00,True,2023-10-03 13:16:42+00:00
24322,Ellipses supported added for Einsum Layer,Abdurrahheem,2023-09-26 06:56:49+00:00,2023-10-24 13:47:01+00:00,True,2023-10-24 13:47:01+00:00
24316,Fixed segfault when reading Caffe model,alexlyulkov,2023-09-25 06:03:21+00:00,2023-09-25 14:53:54+00:00,True,2023-09-25 14:53:54+00:00
24315,dnn: hotfixes for fast gemm,fengyuentau,2023-09-25 03:18:12+00:00,2023-10-07 18:48:45+00:00,True,2023-10-07 18:48:45+00:00
24309,Update OpenVINO init of new GEMM layer,dkurt,2023-09-21 12:59:38+00:00,2023-09-27 07:25:45+00:00,True,2023-09-27 07:25:45+00:00
24305,cmake: Fix riscv-gnu toolchain file.,hanliutong,2023-09-21 03:02:35+00:00,2023-09-25 10:06:23+00:00,True,2023-09-25 10:06:23+00:00
24303,Warnings fix on Windows.,asmorkalov,2023-09-20 10:56:06+00:00,2023-09-20 19:08:03+00:00,True,2023-09-20 19:08:03+00:00
24302,Skip test cases in case of SkipTestException in SetUp,dkurt,2023-09-20 10:28:47+00:00,2023-09-21 09:41:08+00:00,True,2023-09-21 09:41:08+00:00
24301,Rewrite Universal Intrinsic code: features2d and calib3d module.,hanliutong,2023-09-20 08:40:19+00:00,2023-09-25 10:03:26+00:00,True,2023-09-25 10:03:26+00:00
24299,In-house QR codes decoding,dkurt,2023-09-20 03:57:13+00:00,2023-11-24 08:35:37+00:00,True,2023-11-24 08:35:36+00:00
24298,Extend performance test models,WanliZhong,2023-09-19 17:09:25+00:00,2023-10-04 10:05:33+00:00,True,2023-10-04 10:05:33+00:00
24295,dnn: expand refactor with cv::broadcast for onnx models,fengyuentau,2023-09-19 11:19:40+00:00,2023-09-27 06:28:52+00:00,True,2023-09-27 06:28:52+00:00
24294,Removed torch (old torch7) from dnn in 5.x,alexlyulkov,2023-09-19 08:07:35+00:00,2023-10-26 08:27:56+00:00,True,2023-10-26 08:27:56+00:00
24292,New visual header,iggypcnfsky,2023-09-19 00:06:12+00:00,2023-09-19 05:55:45+00:00,False,
24291,Fix memory leak and handle realloc failure,visitorckw,2023-09-18 14:48:37+00:00,2023-09-20 05:49:57+00:00,True,2023-09-20 05:49:57+00:00
24288,build fixes for emscripten 3.1.45,tailsu,2023-09-18 13:44:06+00:00,2023-09-19 05:09:18+00:00,True,2023-09-19 05:09:18+00:00
24286,add Intel® oneAPI DPC++/C++ Compiler (icx),ashadrina,2023-09-18 13:04:25+00:00,2023-09-22 14:09:58+00:00,True,2023-09-22 14:09:58+00:00
24283,dnn: merge tests from test_halide_layers to test_backends,fengyuentau,2023-09-18 08:33:01+00:00,2023-09-27 11:09:47+00:00,True,2023-09-27 11:09:47+00:00
24280,optimization for parallelization when large core number,casualwind,2023-09-17 13:35:23+00:00,2023-09-27 13:21:21+00:00,True,2023-09-27 13:21:21+00:00
24279,Commented out the DLT algorithm needs at least 6 points for pose esti…,athnzc,2023-09-17 12:25:50+00:00,2023-09-17 12:26:07+00:00,False,
24278,More fixes for iterators-are-pointers case,georgthegreat,2023-09-15 09:38:17+00:00,2023-09-18 07:47:53+00:00,True,2023-09-18 07:47:53+00:00
24277,Suport Ascend NPU,hipudding,2023-09-15 08:59:54+00:00,2023-11-03 08:33:43+00:00,False,
24275,Fixed removePhaseSwitches in tf_graph_simplifier,alexlyulkov,2023-09-15 07:36:01+00:00,2023-09-18 08:02:45+00:00,True,2023-09-18 08:02:45+00:00
24274,Bump libwebp to 1.3.2,vrabaud,2023-09-15 07:21:18+00:00,2023-09-15 11:25:49+00:00,True,2023-09-15 11:25:49+00:00
24271,fix to convert float32 to int32/uint32 with rounding to nearest (ties to even).,Kumataro,2023-09-14 11:47:47+00:00,2023-12-25 09:17:17+00:00,True,2023-12-25 09:17:17+00:00
24270,Higher threshold for FasterRCNN_vgg16,dkurt,2023-09-14 10:12:41+00:00,2023-09-14 12:58:24+00:00,True,2023-09-14 12:58:23+00:00
24269,Update OpenCVFindOpenBLAS.cmake to accomodate alternative lib name,FlyinTeller,2023-09-14 07:04:51+00:00,2023-09-14 11:17:22+00:00,True,2023-09-14 11:17:22+00:00
24267,yolox detector,LaurentBerger,2023-09-13 20:19:53+00:00,2023-12-13 07:44:08+00:00,False,
24266,Added default dimension value to tensorflow ArgMax and ArgMin layers,alexlyulkov,2023-09-13 17:02:45+00:00,2023-09-14 07:25:24+00:00,True,2023-09-14 07:25:24+00:00
24263,Add missing sanitizer interface include,georgthegreat,2023-09-13 09:15:47+00:00,2023-09-13 11:50:59+00:00,True,2023-09-13 11:50:59+00:00
24262,RISC-V: fix compilation in RVV scalable mode,mshabunin,2023-09-12 21:00:42+00:00,2023-09-22 21:12:10+00:00,True,2023-09-22 21:12:10+00:00
24261,Add python binding for LineIterator,LaurentBerger,2023-09-12 14:44:03+00:00,2023-10-12 12:29:24+00:00,False,
24260,Fix undefined behavior arithmetic in copyMakeBorder and adjustROI.,vrabaud,2023-09-12 13:06:49+00:00,2023-09-14 12:16:28+00:00,True,2023-09-14 12:16:28+00:00
24259,[DOC] Complete documentation for calcOpticalFlowFarneback,qbarthelemy,2023-09-12 12:30:34+00:00,2023-09-18 11:24:01+00:00,False,
24254,(5.x) Merge 4.x,asmorkalov,2023-09-11 10:38:10+00:00,2023-09-14 17:35:56+00:00,True,2023-09-14 17:35:56+00:00
24252,cmake: revise OPENCV_DNN_BACKEND_DEFAULT integration,opencv-alalek,2023-09-10 13:13:45+00:00,2023-09-11 05:55:19+00:00,True,2023-09-11 05:55:19+00:00
24251,Build with OpenVINO in Debug,dkurt,2023-09-09 17:40:50+00:00,2023-09-10 12:59:53+00:00,True,2023-09-10 12:59:53+00:00
24250,Skip test on SkipTestException at fixture's constructor (version 2),dkurt,2023-09-09 14:53:39+00:00,2023-09-18 07:23:24+00:00,True,2023-09-18 07:23:24+00:00
24248,JavaScript: include LUT support,opencv-alalek,2023-09-09 03:35:34+00:00,2023-09-11 05:59:02+00:00,True,2023-09-11 05:59:02+00:00
24247,"fix type cast in drawDetectedMarkers, drawDetectedCornersCharuco, drawDetectedDiamonds",AleksandrPanov,2023-09-08 11:06:37+00:00,2023-09-12 14:38:45+00:00,True,2023-09-12 14:38:45+00:00
24246,Check that cv::merge input matrices are not empty,asmorkalov,2023-09-08 09:37:51+00:00,2023-09-08 10:41:43+00:00,True,2023-09-08 10:41:43+00:00
24245,Replaced torch7 model by ONNX model in fast-neural-style dnn sample,alexlyulkov,2023-09-08 05:49:05+00:00,2023-09-08 13:33:18+00:00,True,2023-09-08 13:33:18+00:00
24244,Replaced torch7 by onnx model in js_face_recognition dnn sample,alexlyulkov,2023-09-08 04:36:54+00:00,2023-09-08 12:36:02+00:00,True,2023-09-08 12:36:02+00:00
24243,Fix gstreamer backend with manual pipelines,kecsap,2023-09-07 18:35:52+00:00,2023-11-08 10:41:50+00:00,True,2023-11-08 10:41:50+00:00
24240,Added test with V4L CAP_PROP_CONVERT_RGB=false.,asmorkalov,2023-09-07 12:03:18+00:00,2023-10-16 13:39:35+00:00,True,2023-10-16 13:39:35+00:00
24239,More strict test for MSMF FOURCC (camera),asmorkalov,2023-09-07 10:20:11+00:00,2023-09-11 08:00:54+00:00,True,2023-09-11 08:00:54+00:00
24236,Add missing crtdbg.h include,georgthegreat,2023-09-06 15:26:06+00:00,2023-09-07 16:16:27+00:00,False,
24234,Change max distance at distanceTransform,dkurt,2023-09-06 14:12:18+00:00,2023-10-03 14:23:32+00:00,True,2023-10-03 14:23:32+00:00
24233,Add HAL implementation hooks to cv::flip() and cv::rotate() functions from core module ,jvuillaumier,2023-09-06 12:59:44+00:00,2023-10-06 09:31:54+00:00,True,2023-10-06 09:31:54+00:00
24232,Add missing std namespace qualifiers,georgthegreat,2023-09-06 10:46:02+00:00,2023-09-06 14:50:51+00:00,True,2023-09-06 14:50:51+00:00
24231,dnn: cleanup of halide backend for 5.x,fengyuentau,2023-09-06 09:06:46+00:00,2023-10-13 13:53:19+00:00,True,2023-10-13 13:53:19+00:00
24228,fix extendDictionary,AleksandrPanov,2023-09-05 22:17:59+00:00,2023-09-08 08:01:44+00:00,True,2023-09-08 08:01:44+00:00
24227,Add missing <sstream> includes,georgthegreat,2023-09-05 14:33:52+00:00,2023-09-06 06:16:58+00:00,True,2023-09-06 06:16:58+00:00
24224,Ported VAS OT into OpenCV G-API,AsyaPronina,2023-09-05 11:57:18+00:00,2023-12-08 11:41:29+00:00,True,2023-12-08 11:41:29+00:00
24223,Revert PR 24186 as it forces skipping tests,asmorkalov,2023-09-05 11:38:50+00:00,2023-09-05 13:35:47+00:00,True,2023-09-05 13:35:47+00:00
24221,Increase the test threshold of FastRCNN_vgg166 and FastRCNN_zf when FAST_MATH enable,WanliZhong,2023-09-05 05:59:39+00:00,2023-09-05 07:20:44+00:00,True,2023-09-05 07:20:44+00:00
24218,Added CMake configuration OPENCV_DNN_BACKEND_DEFAULT,CSBVision,2023-09-04 09:50:09+00:00,2023-09-08 11:21:39+00:00,True,2023-09-08 11:21:39+00:00
24216,Minor optimization of two lines intersection,dkurt,2023-09-02 18:01:07+00:00,2023-09-05 07:44:57+00:00,True,2023-09-05 07:44:57+00:00
24215,"core: arm64: v_round() works with round to nearest, ties to even.",Kumataro,2023-09-02 10:05:50+00:00,2023-09-04 09:51:02+00:00,True,2023-09-04 09:51:02+00:00
24214,distanceTransform for inputs with large step and height,dkurt,2023-09-01 12:46:25+00:00,2023-09-05 12:21:11+00:00,True,2023-09-05 12:21:11+00:00
24211,"Fix ""use after free"" issue in `essential_solver.cpp`",philsc,2023-08-31 19:00:06+00:00,2023-09-05 15:42:58+00:00,True,2023-09-05 15:42:58+00:00
24210,[DO NOT MERGE] Empty PR to test opencv_extra modifications,mshabunin,2023-08-31 17:47:42+00:00,2023-10-03 14:36:15+00:00,False,
24209,Fixed bug with the last 4 bytes in MJPEG encoder,alexlyulkov,2023-08-31 15:45:41+00:00,2023-09-05 10:45:27+00:00,True,2023-09-05 10:45:27+00:00
24205,ht_dec.c: Improve MSVC arm64 popcount performance,PeterJohnson,2023-08-29 22:17:58+00:00,2023-12-10 16:59:20+00:00,True,2023-12-10 16:59:20+00:00
24204,Properly preserve chi_table license as mandated by BSD-3-Clause,georgthegreat,2023-08-28 15:13:46+00:00,2023-09-05 14:05:47+00:00,True,2023-09-05 14:05:47+00:00
24203,Fix compilation on arm64 with FP16 when disabled,thesamesam,2023-08-28 03:22:52+00:00,2023-09-04 06:32:46+00:00,True,2023-09-04 06:32:46+00:00
24201,vittrack(gsoc realtime object tracking model),lpylpy0514,2023-08-27 12:02:50+00:00,2023-09-19 12:36:39+00:00,True,2023-09-19 12:36:39+00:00
24199,imgcodecs: fix libtiff URL in opencv source code,Kumataro,2023-08-27 11:21:12+00:00,2023-09-04 07:54:44+00:00,True,2023-09-04 07:54:43+00:00
24196,Use ngraph::Output in OpenVINO backend wrapper,dkurt,2023-08-25 18:17:55+00:00,2023-09-05 15:08:28+00:00,True,2023-09-05 15:08:28+00:00
24194,Fix compilation when forcing later C++.,vrabaud,2023-08-24 13:54:05+00:00,2023-08-27 17:46:25+00:00,True,2023-08-27 17:46:25+00:00
24189,Enable OpenVINO max pooling with indices since 2022.1,dkurt,2023-08-23 07:33:59+00:00,2023-08-23 12:00:54+00:00,True,2023-08-23 12:00:54+00:00
24188,Moved cmake compile definitions to cvconfig.h,alexlyulkov,2023-08-23 06:54:11+00:00,2023-09-08 13:32:21+00:00,False,
24186,Skip test on SkipTestException at fixture's constructor,dkurt,2023-08-22 12:38:33+00:00,2023-08-25 11:53:35+00:00,True,2023-08-25 11:53:35+00:00
24180,Fixed the channels when capturing yuv422 with v4l2 backend,MambaWong,2023-08-19 11:12:13+00:00,2023-09-07 12:47:00+00:00,True,2023-09-07 12:47:00+00:00
24179,core:add OPENCV_IPP_MEAN/MINMAX/SUM option to enable IPP optimizations,Kumataro,2023-08-19 00:15:18+00:00,2023-08-23 19:53:11+00:00,True,2023-08-23 19:53:11+00:00
24178,G-API: Introduce a Queue Source,dmatveev,2023-08-18 22:36:30+00:00,2023-09-04 09:48:53+00:00,True,2023-09-04 09:48:53+00:00
24176,Remove explitit transB attribute from MatMul perf test,dkurt,2023-08-18 12:11:04+00:00,2023-08-18 15:50:31+00:00,True,2023-08-18 15:50:31+00:00
24174,"PR: Fix incorrect detection of Python on Windows because relevant ""cmake"" variables are prematurely cleared.",KelSolaar,2023-08-18 01:52:17+00:00,2023-12-20 14:14:32+00:00,False,
24173,Add getMatInblob function,LaurentBerger,2023-08-17 13:34:48+00:00,2023-09-08 11:24:00+00:00,False,
24172,Use STRING instead of PATH to fix #24141,CSBVision,2023-08-17 10:06:16+00:00,2023-08-18 06:18:11+00:00,True,2023-08-18 06:18:11+00:00
24168,add missing include,autoantwort,2023-08-16 19:50:56+00:00,2023-08-17 09:34:50+00:00,True,2023-08-17 09:34:50+00:00
24167,add missing include,autoantwort,2023-08-16 19:48:37+00:00,2023-08-17 09:34:19+00:00,True,2023-08-17 09:34:19+00:00
24166,Rewrite Universal Intrinsic code: ImgProc (CV_SIMD_WIDTH related Part),hanliutong,2023-08-16 14:55:08+00:00,2023-09-19 12:12:52+00:00,True,2023-09-19 12:12:52+00:00
24160,gapi: update ADE library to 0.1.2b,mshabunin,2023-08-15 17:53:37+00:00,2023-08-18 08:02:53+00:00,True,2023-08-18 08:02:53+00:00
24157,Mark OpenVINO models for G-API tests optional,dkurt,2023-08-15 08:33:43+00:00,2023-08-18 08:02:34+00:00,True,2023-08-18 08:02:34+00:00
24156,DNN: fix the issue in layer_fuse,zihaomu,2023-08-15 06:14:56+00:00,2023-08-16 12:39:24+00:00,True,2023-08-16 12:39:24+00:00
24153,fix the return-type error in `ipp_warpAffine`,Ginkgo-Biloba,2023-08-14 13:05:13+00:00,2023-08-15 11:35:01+00:00,True,2023-08-15 11:35:01+00:00
24150,Adding support for Streamlabs Desktop Virtual Webcam,DeePingXian,2023-08-13 08:48:59+00:00,2023-08-16 22:25:22+00:00,True,2023-08-16 22:25:22+00:00
24143,Fixed buffer overrun; removed the last two uses of sprintf,seanm,2023-08-11 14:02:38+00:00,2023-08-18 15:50:31+00:00,True,2023-08-18 15:50:31+00:00
24142,Modify the outputVideoFormat after changing the output format in MSMF backend,beanjoy,2023-08-11 08:41:59+00:00,2023-09-07 10:06:39+00:00,True,2023-09-07 10:06:39+00:00
24140,Fix GNU/Hurd build,sthibaul,2023-08-10 21:33:12+00:00,2023-08-11 09:32:23+00:00,True,2023-08-11 09:32:23+00:00
24139,fix refineDetectedMarkers,AleksandrPanov,2023-08-10 15:21:58+00:00,2023-09-05 12:24:57+00:00,True,2023-09-05 12:24:57+00:00
24138,videoio: fix camera opening with GStreamer plugin,mshabunin,2023-08-10 08:44:03+00:00,2023-08-13 19:49:11+00:00,True,2023-08-13 19:49:11+00:00
24136,Add experimental support for Apple VisionOS platform,komakai,2023-08-09 23:46:15+00:00,2023-12-20 12:35:10+00:00,True,2023-12-20 12:35:10+00:00
24133,Fixed bug when MSMF webcamera doesn't start when build with VIDEOIO_PLUGIN_ALL,alexlyulkov,2023-08-09 10:48:52+00:00,2023-08-10 08:48:39+00:00,True,2023-08-10 08:48:39+00:00
24132,Rewrite Universal Intrinsic code by using new API: ImgProc module Part 2,hanliutong,2023-08-09 09:58:39+00:00,2023-09-19 05:52:43+00:00,True,2023-09-19 05:52:43+00:00
24131,`cuda`: update default PTX behaviour when `CUDA_ARCH_BIN` is unset,cudawarped,2023-08-09 06:28:29+00:00,2023-09-14 12:00:35+00:00,True,2023-09-14 12:00:35+00:00
24128,Fix bug at blobFromImagesWithParams,CSBVision,2023-08-08 12:18:35+00:00,2023-09-06 13:20:37+00:00,True,2023-09-06 13:20:37+00:00
24126,fix charuco checkBoard,AleksandrPanov,2023-08-08 11:20:13+00:00,2023-09-20 11:38:15+00:00,True,2023-09-20 11:38:14+00:00
24125,Fix v_pack_store alignment issue on Windows 32-bit.,asmorkalov,2023-08-08 11:11:41+00:00,2023-08-08 14:21:44+00:00,True,2023-08-08 14:21:44+00:00
24123,dnn: cleanup of Halide backend,fengyuentau,2023-08-08 03:58:32+00:00,2023-09-06 09:07:12+00:00,False,
24122,dnn: cleanup of tengine backend,fengyuentau,2023-08-08 03:02:21+00:00,2023-08-09 06:26:03+00:00,True,2023-08-09 06:26:03+00:00
24120,OCL_FP16 MatMul with large batch,dkurt,2023-08-07 20:09:16+00:00,2023-08-16 12:46:12+00:00,True,2023-08-16 12:46:12+00:00
24119,(5.x) Merge 4.x,asmorkalov,2023-08-07 14:52:57+00:00,2023-08-09 06:13:53+00:00,True,2023-08-09 06:13:53+00:00
24118,Removed merge previous 4.x->5.x merge artifact,asmorkalov,2023-08-07 14:47:31+00:00,2023-08-08 06:01:42+00:00,True,2023-08-08 06:01:42+00:00
24116,fix python sample code (tst_scene_render) ,chaebkimm,2023-08-07 12:52:40+00:00,2023-08-09 10:46:26+00:00,True,2023-08-09 10:46:26+00:00
24108,Solved bug in Reduce layer #24044,LaurentBerger,2023-08-04 19:58:46+00:00,2023-08-07 09:39:05+00:00,True,2023-08-07 09:39:05+00:00
24105,Merge MVN and LayerNorm in one layer,dkurt,2023-08-04 09:32:50+00:00,2023-10-13 09:39:48+00:00,False,
24104,`cuda`: fix for compatibility with CUDA Toolkit >= 12.2.0,cudawarped,2023-08-04 07:36:10+00:00,2023-08-04 09:11:15+00:00,True,2023-08-04 09:11:15+00:00
24101,Invalid memory access fix for ONNX split layer parser #24076,LaurentBerger,2023-08-03 10:13:10+00:00,2023-08-04 09:18:49+00:00,True,2023-08-04 09:18:49+00:00
24099,fix WarpPerspectiveLine_ProcessNN_CV_SIMD for AArch64,v-bulle,2023-08-02 18:34:25+00:00,2023-08-28 20:24:17+00:00,False,
24098,Fix fullscreen behavior for macOS,0xMihir,2023-08-02 15:54:24+00:00,2023-09-04 13:48:04+00:00,True,2023-09-04 13:48:04+00:00
24096,Port stereoRectify grid fix #24035,asmorkalov,2023-08-02 13:00:10+00:00,2023-08-04 07:40:38+00:00,True,2023-08-04 07:40:38+00:00
