number,title,user,created_at,closed_at,merged,merged_at
24095,Add CI configuration with Ubuntu 22.04 for 5.x branch.,asmorkalov,2023-08-02 12:32:28+00:00,2023-08-02 17:37:28+00:00,True,2023-08-02 17:37:28+00:00
24092,GSoC Add ONNX Support for GatherElements,Aser-Abdelfatah,2023-08-02 00:12:38+00:00,2023-10-18 07:41:48+00:00,True,2023-10-18 07:41:48+00:00
24089,`cuda`: Fix `GpuMat::copyTo` and `GpuMat::converTo` python bindings,cudawarped,2023-08-01 12:13:47+00:00,2023-08-09 10:25:40+00:00,True,2023-08-09 10:25:40+00:00
24087,Fixed warnings in videoio module,mshabunin,2023-08-01 11:14:40+00:00,2023-08-01 13:22:51+00:00,True,2023-08-01 13:22:50+00:00
24086,videoio: doc: add odd width or height limitation for FFMPEG,Kumataro,2023-08-01 09:59:06+00:00,2023-08-09 06:31:47+00:00,True,2023-08-09 06:31:47+00:00
24084,Finalize calib3d module split for fisheye part,asmorkalov,2023-08-01 07:46:21+00:00,2023-08-03 08:00:00+00:00,True,2023-08-03 08:00:00+00:00
24083,`cuda`: suppress CMP0146 warning,cudawarped,2023-08-01 06:19:45+00:00,2023-08-01 07:37:35+00:00,True,2023-08-01 07:37:35+00:00
24080,Resolve uncovered CUDA dnn layer,dkurt,2023-07-31 14:33:56+00:00,2023-08-03 06:13:42+00:00,True,2023-08-03 06:13:42+00:00
24074,python: support tuple src for cv::add()/subtract()/...,Kumataro,2023-07-29 05:11:25+00:00,2023-09-19 07:32:48+00:00,True,2023-09-19 07:32:48+00:00
24072,Remove legacy nGraph logic,dkurt,2023-07-28 12:47:15+00:00,2023-08-02 11:39:11+00:00,True,2023-08-02 11:39:11+00:00
24070,(5.x) Merge 4.x,asmorkalov,2023-07-27 16:31:54+00:00,2023-08-01 07:49:09+00:00,True,2023-08-01 07:49:09+00:00
24069,DetectionOutput layer on OpenVINO without limitations,dkurt,2023-07-27 15:05:28+00:00,2023-08-02 11:28:47+00:00,True,2023-08-02 11:28:47+00:00
24068,G-API: Support CoreML Execution Providers for ONNXRT Backend,TolyaTalamanov,2023-07-27 10:10:54+00:00,2023-12-13 18:22:16+00:00,True,2023-12-13 18:22:16+00:00
24066,Python typing refinement for dnn_registerLayer/dnn_unregisterLayer functions,VadimLevin,2023-07-26 22:41:07+00:00,2023-07-27 08:28:01+00:00,True,2023-07-27 08:28:01+00:00
24065,OpenCV 3D module rendering function PR,nickyu-zhu,2023-07-26 18:02:01+00:00,2023-10-27 00:42:02+00:00,False,
24062,feat: add typing stub for redirectError,VadimLevin,2023-07-26 13:52:03+00:00,2023-07-27 06:26:42+00:00,True,2023-07-27 06:26:42+00:00
24061,feat: add highgui functions to typing stubs,VadimLevin,2023-07-26 13:39:31+00:00,2023-07-26 17:01:45+00:00,True,2023-07-26 17:01:45+00:00
24060,G-API: Advanced device selection for ONNX DirectML Execution Provider,TolyaTalamanov,2023-07-26 13:33:40+00:00,2023-11-16 05:49:53+00:00,True,2023-11-16 05:49:53+00:00
24059,G-API: Support CUDA & TensoRT Execution Providers for ONNXRT Backend,TolyaTalamanov,2023-07-26 11:52:21+00:00,2023-08-02 11:13:07+00:00,True,2023-08-02 11:13:07+00:00
24058,Rewrite Universal Intrinsic code by using new API: ImgProc module.,hanliutong,2023-07-26 08:22:44+00:00,2023-09-14 17:37:46+00:00,True,2023-09-14 17:37:46+00:00
24056,PReLU with element-wise scales,dkurt,2023-07-25 17:28:05+00:00,2023-07-27 13:36:41+00:00,True,2023-07-27 13:36:41+00:00
24055,Disable waring C5054 in VS2022 c++20,asmorkalov,2023-07-25 11:52:29+00:00,2023-07-26 08:12:17+00:00,True,2023-07-26 08:12:17+00:00
24054,[Build] popcnt is not supported on windows ARM,mwangistan,2023-07-25 08:44:21+00:00,2023-07-26 17:53:18+00:00,True,2023-07-26 17:53:18+00:00
24047,Remove unused features in USAC in 4.x,ivashmak,2023-07-22 09:45:36+00:00,2023-07-23 18:12:28+00:00,True,2023-07-23 18:12:28+00:00
24046,feat: add cuda_GpuMat to big types,VadimLevin,2023-07-21 14:59:08+00:00,2023-07-26 10:18:32+00:00,True,2023-07-26 10:18:32+00:00
24045,G-API: Support DirectML Execution Provider for ONNXRT Backend,TolyaTalamanov,2023-07-21 14:06:37+00:00,2023-07-26 13:00:21+00:00,True,2023-07-26 13:00:21+00:00
24043,"fix compilation error on Windows ARM, use vaddq_f32 instead of +=",zixianweei,2023-07-21 12:31:24+00:00,2023-07-25 08:41:10+00:00,True,2023-07-25 08:41:10+00:00
24042,Fix harmless ASAN error.,vrabaud,2023-07-21 12:12:07+00:00,2023-07-26 17:00:23+00:00,True,2023-07-26 17:00:22+00:00
24040,Increase eps for Test_Torch_nets.FastNeuralStyle_accuracy to prevent sporadic test failres with CUDA.,asmorkalov,2023-07-21 10:49:48+00:00,2023-07-21 13:46:35+00:00,True,2023-07-21 13:46:35+00:00
24039,TFLite models on different backends (tests and improvements),dkurt,2023-07-21 10:44:58+00:00,2023-08-04 08:28:51+00:00,True,2023-08-04 08:28:51+00:00
24037,Add Support for Einsum Layer,Abdurrahheem,2023-07-21 09:17:28+00:00,2023-09-22 08:25:03+00:00,True,2023-09-22 08:25:03+00:00
24035,Fix stereoRectify image boundaries.,vrabaud,2023-07-20 21:26:35+00:00,2023-07-27 16:36:33+00:00,True,2023-07-27 16:36:33+00:00
24032,Fix undefined behavior with wrong function pointers called.,vrabaud,2023-07-20 13:34:30+00:00,2023-07-21 14:16:12+00:00,True,2023-07-21 14:16:12+00:00
24031,Fix __atomic_load_8 issue on Raspberry Pi 32-bit Debian OS,Qengineering,2023-07-20 11:02:11+00:00,2023-09-17 20:48:11+00:00,False,
24029,feat: add cuda_Stream and cuda_GpuMat to simple types mapping,VadimLevin,2023-07-19 18:54:27+00:00,2023-07-21 11:57:32+00:00,True,2023-07-21 11:57:32+00:00
24028,Fix FLANN python bindings,VadimLevin,2023-07-19 16:48:38+00:00,2023-07-21 09:44:56+00:00,True,2023-07-21 09:44:56+00:00
24026,fix: preserve NumPY writeable flag in output arguments,VadimLevin,2023-07-19 14:24:13+00:00,2023-07-19 16:17:30+00:00,True,2023-07-19 16:17:30+00:00
24025,Emscripten fix when no aruco - 4.8.0,danoli3,2023-07-19 14:23:55+00:00,2023-07-21 06:21:30+00:00,False,
24024,G-API: Support OpenVINO Execution Provider for ONNXRT Backend,TolyaTalamanov,2023-07-19 14:22:37+00:00,2023-07-21 09:18:07+00:00,True,2023-07-21 09:18:07+00:00
24023,Python typing magic constants,VadimLevin,2023-07-19 13:43:39+00:00,2023-07-20 06:18:29+00:00,True,2023-07-20 06:18:29+00:00
24022,Fix python typing stubs generation for CUDA modules,VadimLevin,2023-07-19 12:09:20+00:00,2023-07-19 13:51:41+00:00,True,2023-07-19 13:51:41+00:00
24012,`VideoCapture`: remove decoder initialization when demuxing,cudawarped,2023-07-19 05:17:20+00:00,2023-08-11 08:28:57+00:00,True,2023-08-11 08:28:57+00:00
24008,test_houghlines: Fix C++20 compatibility,iarspider,2023-07-18 07:18:47+00:00,2023-07-18 12:37:44+00:00,True,2023-07-18 12:37:44+00:00
24005,Merge usac to 5.x,ivashmak,2023-07-17 18:10:14+00:00,2023-07-27 14:51:17+00:00,True,2023-07-27 14:51:17+00:00
24004,[TFLite] Pack layer and other fixes for SSD from Keras,dkurt,2023-07-17 17:40:51+00:00,2023-07-21 06:13:37+00:00,True,2023-07-21 06:13:37+00:00
24003,`cuda`: add SkipTestException handling,cudawarped,2023-07-17 15:12:31+00:00,2023-07-18 06:49:21+00:00,True,2023-07-18 06:49:20+00:00
24001,Use intrinsics for `cvRound` on x86_64 `__GNUC__` (clang/gcc linux) too.,legrosbuffle,2023-07-17 14:36:40+00:00,2023-07-23 06:53:19+00:00,True,2023-07-23 06:53:19+00:00
23999,Use OpenCV logging instead of std::cerr,asmorkalov,2023-07-17 09:51:02+00:00,2023-07-19 11:46:27+00:00,True,2023-07-19 11:46:27+00:00
23991,Eliminating compilation warnings when using lto in gcc12 and later versions,buyuer,2023-07-14 09:01:11+00:00,2023-07-18 13:26:09+00:00,True,2023-07-18 13:26:09+00:00
23990,Unify Pinhole and Fisheye camera models,asmorkalov,2023-07-14 08:34:12+00:00,2023-07-23 06:55:50+00:00,True,2023-07-23 06:55:50+00:00
23988,Drop Python2 support,asmorkalov,2023-07-13 13:43:09+00:00,2023-07-18 06:59:15+00:00,True,2023-07-18 06:59:15+00:00
23987,OpenVINO backend for INT8 models,dkurt,2023-07-13 11:05:12+00:00,2023-09-28 13:24:43+00:00,True,2023-09-28 13:24:43+00:00
23986,Numeric truncation at `tif_dirread.c:4386`,headshog,2023-07-13 10:26:55+00:00,2023-07-27 09:27:47+00:00,True,2023-07-27 09:27:47+00:00
23980,Rewrite Universal Intrinsic code by using new API: Core module.,hanliutong,2023-07-12 13:18:11+00:00,2023-08-11 05:33:34+00:00,True,2023-08-11 05:33:34+00:00
23979,(5.x) Merge 4.x,asmorkalov,2023-07-12 11:26:53+00:00,2023-07-13 10:58:23+00:00,True,2023-07-13 10:58:23+00:00
23975,Google Summer of Code Support ONNX operator gather elements,Aser-Abdelfatah,2023-07-12 05:35:24+00:00,2023-08-03 19:50:15+00:00,False,
23974,Update mat.inl.hpp to solve the warning C5054,MRNath,2023-07-12 05:10:11+00:00,2023-07-25 11:52:39+00:00,False,
23973,RISC-V: fix unaligned loads and stores,mshabunin,2023-07-11 19:14:09+00:00,2023-07-12 11:51:57+00:00,True,2023-07-12 11:51:57+00:00
23972,Prefer using `TYPE_CHECKING` condition in `cv2.typing` module,Avasam,2023-07-11 16:05:42+00:00,2023-07-12 11:51:09+00:00,True,2023-07-12 11:51:09+00:00
23971,Add Ubuntu 22.04 to CI,asmorkalov,2023-07-11 15:43:21+00:00,2023-07-11 17:51:13+00:00,True,2023-07-11 17:51:13+00:00
23970,videoio: fix v4l2 test on older platforms (centos),mshabunin,2023-07-11 14:07:28+00:00,2023-07-11 15:16:29+00:00,True,2023-07-11 15:16:28+00:00
23969,Fixed tests execution with Python 2.7,asmorkalov,2023-07-11 13:50:23+00:00,2023-07-11 17:53:02+00:00,True,2023-07-11 17:53:02+00:00
23968,doc: added environment vars reference,mshabunin,2023-07-11 11:42:26+00:00,2023-07-12 12:56:27+00:00,True,2023-07-12 12:56:27+00:00
23967,doxygen: Fix ImwriteFlags documentation misalignment,YusukeKameda,2023-07-11 10:22:08+00:00,2023-07-11 13:40:32+00:00,True,2023-07-11 13:40:32+00:00
23966,Add missing ”v_popcount“ for RVV and enable tests.,hanliutong,2023-07-11 08:31:53+00:00,2023-07-13 09:22:47+00:00,True,2023-07-13 09:22:47+00:00
23965,core: add broadcast,fengyuentau,2023-07-11 07:51:43+00:00,2023-08-30 06:53:59+00:00,True,2023-08-30 06:53:59+00:00
23963,cmake: don't export external target twice,opencv-alalek,2023-07-11 01:14:18+00:00,2023-07-11 12:19:34+00:00,True,2023-07-11 12:19:34+00:00
23959,[GSoC] Update octree methods and create frame for PCC,starga2er777,2023-07-10 15:25:32+00:00,2023-07-13 08:15:27+00:00,False,
23958,feat: update NumPy type to Mat type fail message,VadimLevin,2023-07-10 15:08:13+00:00,2023-07-11 07:42:41+00:00,True,2023-07-11 07:42:41+00:00
23957,add error in the first camera to the cost function,lpanaf,2023-07-10 12:07:38+00:00,2023-08-02 14:45:15+00:00,True,2023-08-02 14:45:15+00:00
23956,fix: recursively re-export nested submodules in typing stubs,VadimLevin,2023-07-10 11:43:12+00:00,2023-07-11 15:45:27+00:00,True,2023-07-11 15:45:27+00:00
23955,fix: typing stubs overload presence check,VadimLevin,2023-07-10 11:36:45+00:00,2023-07-10 12:37:59+00:00,True,2023-07-10 12:37:59+00:00
23954,feat: add matrix type stubs generation,VadimLevin,2023-07-10 11:06:32+00:00,2023-07-10 15:48:01+00:00,True,2023-07-10 15:48:01+00:00
23952,DNN: optimize the speed of general Depth-wise,zihaomu,2023-07-09 16:21:51+00:00,2023-07-14 14:34:40+00:00,True,2023-07-14 14:34:40+00:00
23948,Solve error: ambiguous overload for ‘operator!=’ (operand types are ‘__half’ and ‘double’),jiapei100,2023-07-07 18:10:44+00:00,2023-08-04 09:12:20+00:00,False,
23944,videoio: test for V4L using virtual device,mshabunin,2023-07-07 14:32:09+00:00,2023-07-10 09:54:43+00:00,True,2023-07-10 09:54:43+00:00
23943,Fix checkSignature not thread safe for AVIF.,vrabaud,2023-07-07 13:44:03+00:00,2023-07-11 07:25:53+00:00,True,2023-07-11 07:25:53+00:00
23940,videoio: fix CAP_IMAGES with non-numbered file,mshabunin,2023-07-06 18:09:49+00:00,2023-07-07 08:12:39+00:00,True,2023-07-07 08:12:39+00:00
23939,Fixed a typo in filter.cpp,captainhaddock18,2023-07-06 16:52:53+00:00,2023-07-07 07:21:55+00:00,False,
23938,Fix compiler warnings for GCC 11-12 and Clang 13,mshabunin,2023-07-06 16:31:59+00:00,2023-07-10 09:41:37+00:00,True,2023-07-10 09:41:37+00:00
23936,update opencv dnn to support cann version >=6.3,SaltFish-T,2023-07-06 07:11:53+00:00,2023-07-27 11:21:30+00:00,True,2023-07-27 11:21:30+00:00
23931,Fixed possible out-of-bound access in circles drawing,asmorkalov,2023-07-05 11:10:18+00:00,2023-07-21 09:28:14+00:00,True,2023-07-21 09:28:14+00:00
23929,Optimize some function with lasx.,CNClareChen,2023-07-05 07:27:25+00:00,2023-10-20 11:20:09+00:00,True,2023-10-20 11:20:09+00:00
23928,Add missing properties to error class,Avasam,2023-07-04 21:57:49+00:00,2023-07-10 09:40:07+00:00,True,2023-07-10 09:40:07+00:00
23927,Fix partially unknown Mat,Avasam,2023-07-04 20:48:47+00:00,2023-07-11 07:32:49+00:00,True,2023-07-11 07:32:49+00:00
23924,removed trailing semicolon after function,ocpalo,2023-07-04 18:19:16+00:00,2023-07-05 06:38:29+00:00,True,2023-07-05 06:38:29+00:00
23922,Fix imgwarp at borders when transparent.,vrabaud,2023-07-04 14:18:51+00:00,2023-07-12 12:20:02+00:00,True,2023-07-12 12:20:02+00:00
23920,Fix LoongArch Macro Definition,loongson-zn,2023-07-04 11:36:04+00:00,2023-07-14 12:00:42+00:00,True,2023-07-14 12:00:42+00:00
23919,Enable Vulkan tests for 5.x branch after 4.x->5.x merge,asmorkalov,2023-07-04 11:05:10+00:00,2023-07-06 09:30:05+00:00,True,2023-07-06 09:30:05+00:00
23918,use CPACK_PACKAGE_VERSION instead of OPENCV_VCSVERSION for CPACK_PACKAGE_FILE_NAME,kallaballa,2023-07-04 08:01:35+00:00,2023-07-04 11:06:32+00:00,True,2023-07-04 11:06:32+00:00
23915,imgcodecs: removing unnecessary if statement,kai-waang,2023-07-04 06:02:37+00:00,2023-07-07 07:20:18+00:00,False,
23914,update ArUco Dictionary documentation,AleksandrPanov,2023-07-03 23:42:02+00:00,2023-07-13 12:48:58+00:00,True,2023-07-13 12:48:58+00:00
23909,Update PRs & Issue templates to exclude 3.4 from active development,asmorkalov,2023-07-03 08:01:11+00:00,2023-07-03 09:27:12+00:00,True,2023-07-03 09:27:12+00:00
23908,Optimize some function with lasx.,TiredNotTear,2023-07-03 07:10:32+00:00,2023-07-05 06:35:26+00:00,False,
23904,removing unreachable codes in `gbackend`,kai-waang,2023-07-02 07:35:26+00:00,2023-09-04 14:06:45+00:00,True,2023-09-04 14:06:45+00:00
23901,removing duplicated statement,kai-waang,2023-07-01 05:35:58+00:00,2023-07-03 08:26:37+00:00,True,2023-07-03 08:26:37+00:00
23900,fixing typos in usac,kai-waang,2023-07-01 05:32:18+00:00,2023-07-03 09:08:12+00:00,True,2023-07-03 09:08:12+00:00
23899,Create oran,am17jx,2023-06-30 12:07:03+00:00,2023-06-30 16:20:02+00:00,False,
23897,dnn: add gemm_layer in place of fully_connected_layer for onnx models,fengyuentau,2023-06-30 09:46:22+00:00,2023-09-19 21:53:35+00:00,True,2023-09-19 21:53:35+00:00
23896,videoio: tests for CAP_IMAGES,mshabunin,2023-06-30 07:33:47+00:00,2023-07-04 13:30:53+00:00,True,2023-07-04 13:30:53+00:00
23894,Use T-API for critical parts of blobFromImagesWithParams,kallaballa,2023-06-29 15:58:02+00:00,2023-10-20 11:27:41+00:00,True,2023-10-20 11:27:40+00:00
23892,Fix compilation when HAVE_QUIRC is not set.,vrabaud,2023-06-29 14:23:07+00:00,2023-07-03 10:16:50+00:00,True,2023-07-03 10:16:50+00:00
23890,Fix dupe word typos in comments,SpicyCatGames,2023-06-29 10:41:12+00:00,2023-06-30 09:53:11+00:00,False,
23887,Switch to version 3.4.20-dev,asmorkalov,2023-06-28 15:42:06+00:00,2023-06-28 16:25:35+00:00,True,2023-06-28 16:25:34+00:00
23885,Rewrite SIMD code by using new Universal Intrinsic API : an example.,hanliutong,2023-06-28 10:15:41+00:00,2023-07-03 14:58:13+00:00,True,2023-07-03 14:58:13+00:00
23884,G-API: Fix async inference for OpenVINO backend,TolyaTalamanov,2023-06-28 09:31:58+00:00,2023-06-28 11:52:15+00:00,True,2023-06-28 11:52:15+00:00
23881,Disable finite-math-only option with ENABLE_FAST_MATH=1 case to handle NaN and Inf checks correctly,asmorkalov,2023-06-27 18:38:45+00:00,2023-07-07 06:04:09+00:00,True,2023-07-07 06:04:09+00:00
23880,Release OpenCV 4.8.0,asmorkalov,2023-06-27 17:32:44+00:00,2023-06-28 12:27:32+00:00,False,
23879,Release OpenCV 3.4.20,asmorkalov,2023-06-27 11:28:07+00:00,2023-06-27 12:59:24+00:00,True,2023-06-27 12:59:24+00:00
23878,Update compareHist_Demo.cpp,JimZhou-001,2023-06-27 08:00:39+00:00,2023-06-27 17:28:33+00:00,False,
23877,Update compareHist_Demo.cpp,JimZhou-001,2023-06-27 07:38:04+00:00,2023-06-27 07:51:12+00:00,False,
23876,Correct facedetect.cpp,Petros626,2023-06-27 07:07:24+00:00,2023-06-27 17:24:27+00:00,False,
23875,Update registry_parallel.impl.hpp,siilats,2023-06-26 17:18:40+00:00,2023-06-27 13:01:35+00:00,False,
23874,Update videoio_registry.cpp,siilats,2023-06-26 17:17:44+00:00,2023-06-27 13:00:28+00:00,False,
23871,Create build.yml,TheRedHatter,2023-06-26 07:54:21+00:00,2023-06-26 18:22:29+00:00,False,
23869,Prioritize V4L backend to use it by index on Linux by default,asmorkalov,2023-06-25 16:45:23+00:00,2023-06-26 13:07:09+00:00,False,
23868,Test of probably dead code,seanm,2023-06-25 15:54:12+00:00,2023-06-26 16:06:33+00:00,False,
23865,Added new data types to cv::Mat & UMat,vpisarev,2023-06-24 14:37:55+00:00,2023-08-04 07:50:03+00:00,True,2023-08-04 07:50:03+00:00
23863,Reworked calibrate.py,asmorkalov,2023-06-23 19:19:35+00:00,2023-06-25 09:10:11+00:00,True,2023-06-25 09:10:11+00:00
23862,(4.x) Merge 3.4,asmorkalov,2023-06-23 17:42:09+00:00,2023-06-23 18:30:32+00:00,True,2023-06-23 18:30:31+00:00
23860,dnn: fix overflow in sigmoid layer for 3.4,fengyuentau,2023-06-23 13:24:38+00:00,2023-06-23 16:47:42+00:00,True,2023-06-23 16:47:42+00:00
23859,G-API: Apply ov::Core lifetime WA for OpenVINO Backend,TolyaTalamanov,2023-06-23 12:33:14+00:00,2023-06-23 16:49:06+00:00,True,2023-06-23 16:49:06+00:00
23857,dnn: fix overflow in sigmoid layer,fengyuentau,2023-06-23 09:14:09+00:00,2023-06-23 16:50:20+00:00,False,
23856,Include pthreads for pthreads-base parallel_for,asmorkalov,2023-06-23 09:02:50+00:00,2023-06-23 09:05:24+00:00,False,
23855,Add `pthread.h` Inclusion if `HAVE_PTHREADS_PF` is defined,thekpaul,2023-06-23 08:56:58+00:00,2023-06-23 10:07:46+00:00,True,2023-06-23 10:07:46+00:00
23853,dnn: disable warning when loading a fp16 model,fengyuentau,2023-06-23 08:20:28+00:00,2023-06-23 16:52:05+00:00,True,2023-06-23 16:52:05+00:00
23851,Updated CMakeLists.txt,abhisri15,2023-06-22 22:01:59+00:00,2023-06-23 13:22:38+00:00,False,
23848,Fix detect diamonds api,AleksandrPanov,2023-06-22 12:17:42+00:00,2023-06-22 14:30:44+00:00,True,2023-06-22 14:30:44+00:00
23846,FFmpeg/4.x: update FFmpeg wrapper 2023.6,asmorkalov,2023-06-22 10:16:08+00:00,2023-06-22 18:00:07+00:00,True,2023-06-22 18:00:07+00:00
23843,G-API: Fix incorrect OpaqueKind for Kernel outputs,TolyaTalamanov,2023-06-21 18:24:42+00:00,2023-06-22 09:46:26+00:00,True,2023-06-22 09:46:26+00:00
23842,G-API: fix static build with OpenVINO,opencv-alalek,2023-06-21 14:20:23+00:00,2023-06-21 19:42:28+00:00,True,2023-06-21 19:42:28+00:00
23841,FFmpeg/3.4: update FFmpeg wrapper 2023.6,asmorkalov,2023-06-21 06:27:30+00:00,2023-06-21 13:09:54+00:00,True,2023-06-21 13:09:54+00:00
23840,"default values aligned, formatting fixes",Zhigal,2023-06-21 05:13:56+00:00,2023-06-23 19:20:28+00:00,False,
23838,fix: conditionally define generic NumPy NDArray alias,VadimLevin,2023-06-20 17:11:38+00:00,2023-06-20 18:16:51+00:00,True,2023-06-20 18:16:51+00:00
23835,fix: AST nodes required usage imports,VadimLevin,2023-06-20 13:34:43+00:00,2023-06-20 15:34:08+00:00,True,2023-06-20 15:34:08+00:00
23834,4.7.0 track160,rotem-track160,2023-06-20 13:02:15+00:00,2023-06-20 13:03:46+00:00,False,
23833,pre: OpenCV 4.8.0 (version++),asmorkalov,2023-06-20 12:53:44+00:00,2023-06-20 14:23:01+00:00,True,2023-06-20 14:23:01+00:00
23832,Document parameters of multi-dimentional reshape,asmorkalov,2023-06-20 12:17:00+00:00,2023-06-21 06:04:17+00:00,True,2023-06-21 06:04:17+00:00
23831,pre: OpenCV 3.4.20 (version++),asmorkalov,2023-06-20 11:08:42+00:00,2023-06-20 13:25:56+00:00,True,2023-06-20 13:25:55+00:00
23829,fix broken links and outdated information for documentation of Orbbec camera,fengyuentau,2023-06-20 09:10:28+00:00,2023-06-21 10:11:40+00:00,True,2023-06-21 10:11:40+00:00
23827,(4.x) Merge 3.4,asmorkalov,2023-06-19 16:03:01+00:00,2023-06-20 08:48:08+00:00,True,2023-06-20 08:48:08+00:00
23825,if browser supports wasm but only asm.js path provided use asm.js as fallback,ulvido,2023-06-17 06:42:54+00:00,2023-06-20 10:35:18+00:00,True,2023-06-20 10:35:18+00:00
23821,Force mat_wrapper import to satisfy dependencies for MatLike alias,asmorkalov,2023-06-16 18:52:02+00:00,2023-06-16 19:27:48+00:00,True,2023-06-16 19:27:48+00:00
23820,removing unreachable code,kai-waang,2023-06-16 14:29:46+00:00,2023-06-19 16:10:03+00:00,False,
23819,Fixed barcode to be built without DNN,asmorkalov,2023-06-16 12:13:22+00:00,2023-06-16 17:03:46+00:00,True,2023-06-16 17:03:46+00:00
23818,Fix objectdetect module compilation without dnn,TolyaTalamanov,2023-06-16 10:18:53+00:00,2023-06-16 16:34:48+00:00,False,
23816,Export enums ALL_CAPS version to typing stub files,VadimLevin,2023-06-15 19:53:26+00:00,2023-06-16 17:03:19+00:00,True,2023-06-16 17:03:19+00:00
23815,Add single image support to VideoCapture,LaurentBerger,2023-06-15 19:31:35+00:00,2023-07-04 13:31:29+00:00,True,2023-07-04 13:31:29+00:00
23814,Fix typo `confindece`,Avasam,2023-06-15 18:40:16+00:00,2023-07-05 14:51:32+00:00,True,2023-07-05 14:51:32+00:00
23813,fix: typing module enums references,VadimLevin,2023-06-15 17:28:09+00:00,2023-06-16 15:20:44+00:00,True,2023-06-16 15:20:44+00:00
23812,[opencv 3.x] back-ported tbb support ubuntu 22.04,dizcza,2023-06-15 16:36:02+00:00,2023-06-16 10:08:24+00:00,True,2023-06-16 10:08:24+00:00
23811,replacing `NULL` by `nullptr`,kai-waang,2023-06-15 16:15:56+00:00,2023-06-16 12:14:49+00:00,False,
23809,feat: re-export symbols to cv2 level,VadimLevin,2023-06-15 13:36:01+00:00,2023-06-16 17:01:24+00:00,True,2023-06-16 17:01:24+00:00
23807,objdetect: updated barcode test,mshabunin,2023-06-15 12:35:34+00:00,2023-06-16 07:10:27+00:00,True,2023-06-16 07:10:27+00:00
23806,Get rid of unsafe raw pointers to Mat object in USAC,asmorkalov,2023-06-15 10:26:03+00:00,2023-06-23 13:23:03+00:00,True,2023-06-23 13:23:03+00:00
23805,GSoC: Modified PLY reader to support color attribute read/write,starga2er777,2023-06-15 09:45:41+00:00,2023-07-25 13:05:56+00:00,True,2023-07-25 13:05:56+00:00
23801,feat: manual refinement for Python API definition,VadimLevin,2023-06-14 18:40:12+00:00,2023-06-21 07:44:36+00:00,True,2023-06-21 07:44:36+00:00
23800,removing unreachable code and fixing a typo,kai-waang,2023-06-14 17:10:20+00:00,2023-06-15 14:28:34+00:00,True,2023-06-15 14:28:34+00:00
23799,"G-API: Implement InferROI, InferList, InferList2 for OpenVINO backend",TolyaTalamanov,2023-06-14 15:30:49+00:00,2023-06-20 10:29:23+00:00,True,2023-06-20 10:29:23+00:00
23798,feat: provide cv2.typing aliases at runtime,VadimLevin,2023-06-14 15:03:22+00:00,2023-06-15 11:41:13+00:00,True,2023-06-15 11:41:13+00:00
23797,Barcode js bindings,asmorkalov,2023-06-14 13:56:54+00:00,2023-06-15 14:29:21+00:00,True,2023-06-15 14:29:21+00:00
23796,G-API: Align IE Backend with the latest OpenVINO version,TolyaTalamanov,2023-06-14 11:58:16+00:00,2023-06-20 09:33:09+00:00,True,2023-06-20 09:33:09+00:00
23795,Consider half pixel mode in ONNX resize,dkurt,2023-06-14 11:25:35+00:00,2023-06-16 07:21:21+00:00,True,2023-06-16 07:21:21+00:00
23790,JS bindings for Aruco-based QR code detector,asmorkalov,2023-06-13 13:39:29+00:00,2023-06-14 14:05:09+00:00,True,2023-06-14 14:05:09+00:00
23789,Added Aruco-based QR code detection method to python sample,asmorkalov,2023-06-13 12:39:38+00:00,2023-06-13 15:07:53+00:00,True,2023-06-13 15:07:53+00:00
23788,Change Scalar assignment in Python from single value,dkurt,2023-06-13 07:46:04+00:00,2023-06-13 15:12:00+00:00,True,2023-06-13 15:12:00+00:00
23786,G-API: Expose explicit preprocessing for IE Backend,TolyaTalamanov,2023-06-12 15:54:21+00:00,2023-06-14 06:29:49+00:00,True,2023-06-14 06:29:49+00:00
23785,added Aruco MIP dictionaries,damianofalcioni,2023-06-12 13:55:23+00:00,2023-06-14 10:29:30+00:00,True,2023-06-14 10:29:30+00:00
23783,remove unsupported unsupported unicode “”,zihaomu,2023-06-11 15:08:41+00:00,2023-06-12 14:49:37+00:00,True,2023-06-12 14:49:37+00:00
23775,fixing typo of a variable name in dnn::runFastConv,kai-waang,2023-06-10 17:55:48+00:00,2023-06-12 14:50:13+00:00,True,2023-06-12 14:50:13+00:00
23774,Update calib3d.hpp,mynickmynick,2023-06-10 17:11:38+00:00,2023-06-10 18:46:49+00:00,False,
23772,Remove the obsolete malloc.h and memalign(),seanm,2023-06-09 15:44:17+00:00,2023-08-11 11:26:30+00:00,False,
23769,JS bingings fix after Aruco-based QR code detector integration,asmorkalov,2023-06-09 13:09:18+00:00,2023-06-13 13:41:48+00:00,True,2023-06-13 13:41:48+00:00
23768,build(ios): disable workaround for CMake 3.25.1+,opencv-alalek,2023-06-09 09:49:16+00:00,2023-06-10 06:23:26+00:00,True,2023-06-10 06:23:26+00:00
23767,"fix Java bindings for EncodeMode, CorrectionLevel",AleksandrPanov,2023-06-09 09:14:37+00:00,2023-07-28 06:16:26+00:00,False,
23766,G-API: Refine Semantic Segmentation Demo,TolyaTalamanov,2023-06-09 07:29:01+00:00,2023-06-13 15:06:19+00:00,True,2023-06-13 15:06:19+00:00
